caseyear,state,st_case,county,cityname,day,month,year,hour,minute,latitude,longitud,lgt_condname,weather1name,weather2name,fatals,drunk_dr,peds,routename,rur_urbname,tway_id,harm_evname,reljct2name,typ_intname,rel_roadname
2021,11,110003,1,WASHINGTON,7,2,2021,20,2,38.89545278,-77.04256111,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,E ST NW,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2021,11,110004,1,WASHINGTON,3,2,2021,20,2,38.84519722,-76.99984167,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,MALCOLM X AVE SE,Pedestrian,Intersection-Related,T-Intersection,On Roadway
2021,11,110005,1,WASHINGTON,23,2,2021,18,9,38.89648889,-76.95746667,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,BENNING RD SE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2021,11,110006,1,WASHINGTON,1,3,2021,11,7,38.93524444,-76.99296667,Daylight,,,1,,1,Local Street - Municipality,Urban,MITCHIGAN AVE NE,Pedalcyclist,Intersection-Related,Four-Way Intersection,On Roadway
2021,11,110007,1,WASHINGTON,16,3,2021,23,10,38.91867222,-76.94718056,Dark - Lighted,,,1,,0,U.S. Highway,Urban,US-50 NEW YORK AVE NE,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2021,11,110008,1,WASHINGTON,1,3,2021,15,18,38.89807778,-77.05276667,Daylight,,,1,,1,Interstate,Urban,I-66 POTOMAC RIVER FWY ,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2021,11,110009,1,WASHINGTON,1,4,2021,15,15,38.95621389,-77.02779167,Daylight,,,1,,1,Local Street - Municipality,Urban,GEORGIA AVE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2021,11,110010,1,WASHINGTON,3,4,2021,0,34,38.92525556,-76.96533333,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,SOUTH DAKOTA AVE NE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2021,11,110011,1,WASHINGTON,4,4,2021,1,27,38.8936,-76.9855,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,14TH ST NE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2021,11,110012,1,WASHINGTON,9,4,2021,19,30,38.89930556,-77.01334444,Daylight,,,1,,1,Local Street - Municipality,Urban,MASSACHUSETT AVE NW,Pedalcyclist,Intersection-Related,Four-Way Intersection,On Roadway
2021,11,110013,1,WASHINGTON,23,4,2021,22,20,38.82959722,-76.99053333,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,SOUTHERN AVE SE,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2021,11,110014,1,WASHINGTON,24,4,2021,10,33,38.86293056,-77.0255,Daylight,,,2,,2,Local Street - Municipality,Urban,OHIO DR SW,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2021,11,110015,1,WASHINGTON,29,4,2021,18,5,38.9047,-76.92745833,Daylight,,,1,,0,Local Street - Municipality,Urban,LEE ST NE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2021,11,110016,1,WASHINGTON,14,5,2021,18,49,38.86952222,-76.93934167,Daylight,,,1,,0,Local Street - Municipality,Urban,SOUTHERN AVE SE,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2021,11,110017,1,WASHINGTON,13,6,2021,3,14,38.90951667,-77.031825,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,14TH ST NW,Curb,Intersection-Related,Four-Way Intersection,On Roadside
2021,11,110018,1,WASHINGTON,18,6,2021,23,35,38.874625,-76.97286111,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,PENNSYLVANIA AVE SE,Motor Vehicle In-Transport,Entrance/Exit Ramp Related,Not an Intersection,On Roadway
2021,11,110019,1,WASHINGTON,19,6,2021,2,42,38.95920278,-77.02811944,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,GEORGIA AVE NW,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2021,11,110020,1,WASHINGTON,24,6,2021,19,31,38.84966944,-76.97043333,Dark - Lighted,,,1,,0,Other,Urban,SUITLAND PKWY,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2021,11,110021,1,WASHINGTON,24,6,2021,23,20,38.85833889,-76.95370556,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,SOUTHERN AVE SE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2021,11,110022,1,WASHINGTON,3,7,2021,0,54,38.90251667,-77.03196111,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,14TH STREET NW,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2021,11,110023,1,WASHINGTON,25,7,2021,4,50,38.957425,-77.00866667,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,NEW HAMPSHIRE AVE NW,Curb,Non-Junction,Not an Intersection,Gore
2021,11,110024,1,WASHINGTON,28,7,2021,8,20,38.87348333,-76.93513889,Daylight,,,1,,1,Local Street - Municipality,Urban,BOWEN RD SE,Pedestrian,Non-Junction,Not an Intersection,In Parking Lane/Zone
2021,11,110025,1,WASHINGTON,23,8,2021,15,7,38.88225556,-77.02879444,Daylight,,,1,,0,Local Street - Municipality,Urban,MAINE AVE SW EXIT 4,Motor Vehicle In-Transport,Entrance/Exit Ramp,Not an Intersection,On Roadway
2021,11,110026,1,WASHINGTON,28,8,2021,21,15,38.89980833,-76.93739722,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,NANNIE HELEN BURROUGHS AVE NE,Motor Vehicle In-Transport,Intersection,T-Intersection,On Roadway
2021,11,110027,1,WASHINGTON,13,9,2021,18,50,38.92877222,-76.98601389,Daylight,,,1,,1,Local Street - Municipality,Urban,14TH ST NE,Pedalcyclist,Intersection-Related,Four-Way Intersection,On Roadway
2021,11,110028,1,WASHINGTON,3,9,2021,16,14,38.84376667,-76.97249444,Daylight,,,1,,0,Local Street - Municipality,Urban,SOUTHERN AVE SE,Motor Vehicle In-Transport,Intersection,T-Intersection,On Roadway
2021,11,110029,1,WASHINGTON,27,9,2021,20,0,38.873325,-76.93573889,Dark - Not Lighted,,,1,,0,Local Street - Municipality,Urban,BOWEN RD SE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2021,11,110030,1,WASHINGTON,17,10,2021,22,7,38.89469167,-76.948225,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,BENNING RD NE,Pedestrian,Intersection-Related,T-Intersection,On Roadway
2021,11,110031,1,WASHINGTON,16,10,2021,10,30,38.87572222,-76.93139167,Daylight,,,1,,0,Local Street - Municipality,Urban,SOUTHERN AVE SE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2021,11,110032,1,WASHINGTON,9,10,2021,6,0,38.91448889,-76.98875,Dark - Lighted,,,1,,1,U.S. Highway,Urban,US-50 NEW YORK AVE NE,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2021,11,110033,1,WASHINGTON,23,10,2021,14,17,38.88304167,-77.00895,Daylight,,,1,,0,Local Street - Municipality,Urban,SOUTH CAPITOL ST SE,Curb,Non-Junction,Not an Intersection,On Roadside
2021,11,110034,1,WASHINGTON,24,10,2021,3,56,38.89721944,-77.05315556,Dark - Lighted,,,1,,0,U.S. Highway,Urban,US-66 POTOMAC RIVER FWY RAMP,Guardrail End,Entrance/Exit Ramp Related,Not an Intersection,Gore
2021,11,110035,1,WASHINGTON,25,10,2021,12,9,38.82804444,-76.99251667,Daylight,,,1,,0,Local Street - Municipality,Urban,SOUTHERN AVE SE,Motor Vehicle In-Transport,Intersection,T-Intersection,On Roadway
2021,11,110036,1,WASHINGTON,13,11,2021,14,58,38.92223611,-77.043225,Daylight,,,1,,1,Local Street - Municipality,Urban,COLUMBIA RD NW,Pedestrian,Intersection-Related,T-Intersection,On Roadway
2021,11,110037,1,WASHINGTON,21,11,2021,22,55,38.94263333,-76.98096111,Daylight,,,1,,0,Local Street - Municipality,Urban,MICHIGAN AVE NE,Curb,Non-Junction,Not an Intersection,On Roadside
2021,11,110038,1,WASHINGTON,29,11,2021,22,51,38.83316389,-76.988925,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,WHEELER RD SE,Pedestrian,Intersection-Related,T-Intersection,On Roadway
2021,11,110039,1,WASHINGTON,14,12,2021,17,20,38.83087778,-76.98888889,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,SOUTHERN AVE SE,Pedestrian,Intersection-Related,T-Intersection,On Roadway
2021,11,110040,1,WASHINGTON,20,12,2021,6,24,38.92571667,-76.9859,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,14TH ST NE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2022,11,110001,1,WASHINGTON,7,2,2022,21,5,38.95428611,-76.99887778,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,SOUTH DAKOTA AVE NE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2022,11,110002,1,WASHINGTON,23,2,2022,19,8,38.91753333,-76.99334722,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,BRENTWOOD RD NW,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2022,11,110003,1,WASHINGTON,26,2,2022,2,41,38.87772222,-76.928875,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,SOUTHERN AVE SE,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2022,11,110004,1,WASHINGTON,8,3,2022,18,44,38.88022222,-77.00139444,Dark - Lighted,,,2,,0,Interstate,Urban,I-695,Parked Motor Vehicle,Entrance/Exit Ramp Related,Not an Intersection,Gore
2022,11,110005,1,WASHINGTON,11,3,2022,12,17,38.96349167,-77.07494444,Daylight,,,2,,8,Local Street - Municipality,Urban,CONNECTICUT AVE NW,Pedestrian,Non-Junction,Not an Intersection,On Roadside
2022,11,110006,1,WASHINGTON,16,3,2022,17,23,38.92236389,-77.02218611,Daylight,,,1,,0,US Highway,Urban,US-29 GEORGIA AVE NW,Motor Vehicle In-Transport,Intersection,T-Intersection,On Roadway
2022,11,110007,1,WASHINGTON,17,3,2022,20,22,38.90530278,-77.01472778,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,NEW JERSEY AVE NW,Pedestrian,Intersection,Four-Way Intersection,On Roadway
2022,11,110008,1,WASHINGTON,25,3,2022,23,30,38.87845278,-76.93143333,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,BENNING RD SE,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2022,11,110009,1,WASHINGTON,3,4,2022,1,20,38.84185833,-77.00315833,Dark - Lighted,,,2,,0,Local Street - Municipality,Urban,MLK JR AVE SE,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2022,11,110010,1,WASHINGTON,2,5,2022,2,30,38.91111389,-77.0098,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,FLORIDA AVE NW,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2022,11,110011,1,WASHINGTON,8,5,2022,23,30,38.96008056,-77.07278056,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,CONNECTICUT AVE NW,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2022,11,110012,1,WASHINGTON,27,6,2022,2,58,38.89748056,-76.96825,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,BENNING RD NE,Utility Pole/Light Support,Non-Junction,Not an Intersection,On Roadside
2022,11,110013,1,WASHINGTON,2,7,2022,17,27,38.90194722,-76.94260556,Daylight,,,2,,2,Local Street - Municipality,Urban,MINNESOTA AVE NE ,Pedalcyclist,Intersection,Four-Way Intersection,On Roadway
2022,11,110014,1,WASHINGTON,15,7,2022,2,31,38.9123,-77.02178611,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,7TH ST NW,Pedalcyclist,Intersection-Related,Four-Way Intersection,On Roadway
2022,11,110015,1,WASHINGTON,20,7,2022,8,9,38.90066389,-77.04673611,Daylight,,,1,,1,Local Street - Municipality,Urban,21ST ST NW,Pedalcyclist,Intersection,Four-Way Intersection,On Roadway
2022,11,110016,1,WASHINGTON,3,8,2022,16,11,38.89573333,-77.04757222,Daylight,,,1,,1,Local Street - Municipality,Urban,VIRGINIA AVE NW,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2022,11,110017,1,WASHINGTON,2,9,2022,18,30,38.88634167,-76.92808889,Daylight,,,1,,0,Local Street - Municipality,Urban,51ST ST SE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2022,11,110018,1,WASHINGTON,4,9,2022,20,29,38.83203611,-76.98740278,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,SOUTHERN AVE SE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2022,11,110019,1,WASHINGTON,24,9,2022,0,38,38.93033056,-77.1118,Dark - Lighted,,,1,,0,Other,Urban,CANAL RD NW,Motor Vehicle In-Transport,Intersection,T-Intersection,On Roadway
2022,11,110020,1,WASHINGTON,5,10,2022,5,21,38.90366944,-77.026125,Dark - Not Lighted,,,1,,1,Local Street - Municipality,Urban,MASSACHUSETTS AVE NW,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2022,11,110021,1,WASHINGTON,24,11,2022,4,52,38.88980833,-76.91788889,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,E CAPITOL ST SE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2022,11,110022,1,WASHINGTON,25,11,2022,13,30,38.902475,-76.993125,Daylight,,,1,,1,Local Street - Municipality,Urban,K ST NW,Pedestrian,Non-Junction,Not an Intersection,In Parking Lane/Zone
2022,11,110023,1,WASHINGTON,26,11,2022,18,3,38.88829167,-76.92686667,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,CENTRAL AVE SE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2022,11,110024,1,WASHINGTON,5,12,2022,9,11,38.91841667,-76.97152222,Daylight,,,1,,0,Local Street - Municipality,Urban,BLADENSBURG RD NE,"Cargo/Equipment Loss, Shift, or Damage [harmful]",Intersection-Related,T-Intersection,On Roadway
2022,11,110025,1,WASHINGTON,9,12,2022,22,59,38.84755278,-76.99598611,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,MLK JR AVE SE,Motor Vehicle In-Transport,Intersection,T-Intersection,On Roadway
2022,11,110026,1,WASHINGTON,17,12,2022,20,11,38.929675,-76.99494167,Dark - Lighted,,,1,,1,Local Street - Municipality,Urban,8TH ST NE,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2022,11,110027,1,WASHINGTON,29,11,2022,23,50,38.94325556,-77.01999444,Dark - Lighted,,,1,,0,Local Street - Municipality,Urban,GRANT CIRCLE NW,Motor Vehicle In-Transport,Intersection-Related,Roundabout,On Roadway
2022,11,110028,1,WASHINGTON,30,12,2022,16,30,38.89936944,-77.03199444,Daylight,,,1,,2,Local Street - Municipality,Urban,14TH ST NW,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2023,11,110001,1,WASHINGTON,15,1,2023,18,12,38.906525,-77.03452222,Dark - Lighted,,,1,,0,Not Signed,Urban,MASSACHUSETTS AVE NW,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2023,11,110002,1,WASHINGTON,3,2,2023,23,48,38.92855278,-76.97620833,Dark - Lighted,,,1,,0,Not Signed,Urban,20TH ST NE,Parked Motor Vehicle,Non-Junction,Not an Intersection,In Parking Lane/Zone
2023,11,110003,1,WASHINGTON,8,2,2023,17,54,38.92114167,-76.99683056,Dark - Lighted,,,1,,1,U.S. Highway,Urban,US-1 RHODE ISLAND AVE NE,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2023,11,110004,1,WASHINGTON,11,2,2023,2,38,38.95407222,-77.02771944,Dark - Lighted,,,1,,0,U.S. Highway,Urban,US-29 GEORGIA AVE NW,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2023,11,110005,1,WASHINGTON,13,2,2023,20,9,38.84727778,-76.99606667,Dark - Lighted,,,1,,1,Not Signed,Urban,MARTIN LUTHER KING JR AVE,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2023,11,110006,1,WASHINGTON,21,2,2023,7,50,38.930225,-77.05538611,Daylight,,,1,,0,Not Signed,Urban,CONNECTICUT AVE NW,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2023,11,110007,1,WASHINGTON,15,3,2023,1,40,38.90919167,-77.05091389,Dark - Lighted,,,3,,0,Not Signed,Urban,ROCK CREEK PKWY,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2023,11,110008,1,WASHINGTON,31,3,2023,0,20,38.85291389,-76.96991389,Dark - Lighted,,,1,,0,Not Signed,Urban,ALABAMA AVE SE,Tree (Standing Only),Non-Junction,Not an Intersection,Off Roadway-Location Unknown
2023,11,110010,1,WASHINGTON,20,4,2023,23,45,38.87598333,-76.97719167,Dark - Lighted,,,3,,0,Unknown/Not Reported,Urban,ANACOSTIA DR SE,Immersion or Partial Immersion,Non-Junction,Not an Intersection,Outside Trafficway
2023,11,110011,1,WASHINGTON,21,4,2023,5,45,38.97234722,-77.02356944,Daylight,,,1,,0,Not Signed,Urban,PINEY BRANCH RD NW,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2023,11,110012,1,WASHINGTON,26,4,2023,17,25,38.872925,-76.93499444,Daylight,,,1,,0,Not Signed,Urban,SOUTHERN AVE SE,Parked Motor Vehicle,Non-Junction,Not an Intersection,In Parking Lane/Zone
2023,11,110013,1,WASHINGTON,1,5,2023,3,22,38.81557222,-77.01916389,Dark - Unknown Lighting,,,1,,1,Interstate,Urban,I-295,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2023,11,110014,1,WASHINGTON,18,5,2023,7,23,38.89978056,-77.01880278,Daylight,,,1,,1,Not Signed,Urban,H ST NW,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2023,11,110015,1,WASHINGTON,27,5,2023,3,10,38.87452778,-77.00901389,Dark - Lighted,,,1,,1,Not Signed,Urban,S CAPITOL ST SE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2023,11,110016,1,WASHINGTON,4,6,2023,19,45,38.88254722,-77.02449722,Dark - Lighted,,,1,,0,Interstate,Urban,I-395,Concrete Traffic Barrier,Entrance/Exit Ramp Related,Not an Intersection,On Roadside
2023,11,110017,1,WASHINGTON,8,6,2023,0,24,38.88264444,-76.99150556,Dark - Lighted,,,1,,0,Not Signed,Urban,PENNSYLVANIA AVE SE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2023,11,110018,1,WASHINGTON,22,6,2023,15,22,38.90764167,-76.986775,Daylight,,,1,,0,Not Signed,Urban,MONTELLO AVE NE,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2023,11,110019,1,WASHINGTON,24,6,2023,3,0,38.89550556,-76.95263611,Dark - Lighted,,,1,,1,Not Signed,Urban,BENNING RD NE,Pedestrian,Entrance/Exit Ramp Related,Not an Intersection,On Roadway
2023,11,110020,1,WASHINGTON,26,6,2023,23,21,38.91867222,-76.99218889,Dark - Lighted,,,1,,0,Unknown/Not Reported,Urban,BRENTWOOD RD NE,Rollover/Overturn,Non-Junction,Not an Intersection,On Roadway
2023,11,110021,1,WASHINGTON,4,7,2023,0,37,38.90365833,-76.92319167,Dark - Lighted,,,1,,1,Not Signed,Urban,EASTERN AVE NE,Pedalcyclist,Non-Junction,Not an Intersection,On Roadway
2023,11,110022,1,WASHINGTON,12,7,2023,13,32,38.892075,-77.039475,Daylight,,,1,,2,Not Signed,Urban,17TH ST NW,Motor Vehicle In-Transport,Intersection,Four-Way Intersection,On Roadway
2023,11,110023,1,WASHINGTON,23,7,2023,3,15,38.89831111,-76.97360278,Dark - Lighted,,,1,,1,Not Signed,Urban,BENNING RD NE,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2023,11,110024,1,WASHINGTON,16,8,2023,21,0,38.89442778,-77.02618889,Dark - Lighted,,,1,,1,Not Signed,Urban,PENNSYLVANIA AVE NW,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2023,11,110025,1,WASHINGTON,3,8,2023,8,0,38.86165556,-77.00186944,Daylight,,,1,,0,Interstate,Urban,I-295,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2023,11,110026,1,WASHINGTON,10,9,2023,0,4,38.87895,-77.03865556,Dark - Lighted,,,1,,0,Interstate,Urban,I-395,Curb,Entrance/Exit Ramp Related,Not an Intersection,Separator
2023,11,110027,1,WASHINGTON,20,9,2023,3,54,38.90415833,-76.92380833,Dark - Lighted,,,1,,1,Not Signed,Urban,EASTERN AVE NE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2023,11,110028,1,WASHINGTON,21,9,2023,17,32,38.86840278,-76.95826111,Daylight,,,1,,0,Not Signed,Urban,PENNSYLVANIA AVE SE,Motor Vehicle In-Transport,Non-Junction,Not an Intersection,On Roadway
2023,11,110029,1,WASHINGTON,26,9,2023,22,7,38.90429722,-76.978975,Dark - Lighted,,,1,,1,Not Signed,Urban,17TH ST NE,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2023,11,110030,1,WASHINGTON,12,10,2023,1,0,38.87024167,-76.98767222,Dark - Lighted,,,1,,0,Interstate,Urban,I-295,Other Traffic Barrier,Entrance/Exit Ramp Related,Not an Intersection,On Roadside
2023,11,110031,1,WASHINGTON,12,10,2023,14,21,38.953925,-77.02779722,Daylight,,,1,,1,U.S. Highway,Urban,US-29 GEORGIA AVE NW,Pedestrian,Intersection-Related,Four-Way Intersection,On Roadway
2023,11,110032,1,WASHINGTON,17,10,2023,0,44,38.90369444,-77.04010556,Dark - Lighted,,,1,,1,Not Signed,Urban,CONNECTICUT AVE NW,Pedalcyclist,Intersection,Four-Way Intersection,On Roadway
2023,11,110033,1,WASHINGTON,26,10,2023,1,47,38.92103889,-76.98925,Dark - Lighted,,,1,,0,Not Signed,Urban,BRENTWOOD RD NE,Curb,Intersection-Related,Traffic Circle,On Roadside
2023,11,110034,1,WASHINGTON,5,11,2023,13,17,38.93016667,-76.95869444,Daylight,,,2,,0,Not Signed,Urban,BLADENSBURG RD NE,Motor Vehicle In-Transport,Driveway Access,Not an Intersection,On Roadway
2023,11,110035,1,WASHINGTON,11,11,2023,18,46,38.88356667,-76.94148333,Dark - Lighted,,,1,,1,Not Signed,Urban,TEXAS AVE SE,Pedestrian,Intersection-Related,T-Intersection,On Roadway
2023,11,110036,1,WASHINGTON,14,12,2023,0,55,38.89786111,-76.96998333,Dark - Lighted,,,1,,1,Not Signed,Urban,BENNING RD NE,Pedestrian,Non-Junction,Not an Intersection,On Roadway
2023,11,110037,1,WASHINGTON,24,12,2023,20,30,38.87048611,-76.98955833,Reported as Unknown,,,1,,0,Not Signed,Urban,ANACOSTIA DRIVE SE,Curb,Non-Junction,Not an Intersection,On Roadside
2023,11,110038,1,WASHINGTON,22,12,2023,0,20,38.88813333,-77.05220833,Dark - Lighted,,,1,,0,Not Signed,Urban,OHIO DR SW,Other Fixed Object,Non-Junction,Not an Intersection,On Roadside
2023,11,110039,1,WASHINGTON,19,12,2023,21,45,38.90648333,-77.01511667,Dark - Not Lighted,,,1,,1,Not Signed,Urban,NEW JERSEY AVE NW,Pedalcyclist,Intersection,Four-Way Intersection,On Roadway
2023,11,110040,1,WASHINGTON,29,12,2023,18,25,38.86960278,-76.960375,Dusk,,,1,,0,Not Signed,Urban,BRANCH AVE SE,Motor Vehicle In-Transport,Driveway Access,Not an Intersection,On Roadway
